Company name, Email, Telephne, website
alesnadglobal, ayedh@alesnadglobal.com, 0508359070, http://www.alesnadglobal.com
Deya Hashim Al Ismail Foundation, deyahi@hotmail.com, 0546577996, NaN
ZAMIL POLIPA PLASTIC PACKAGING COMPANY, saad.alessa@zamilplastic.com, 0504835955, http://www.zamilplastic.com
Plastic Containers Factory A Branch of Saudi Plastic Packaging Systems, mamoudi@takweenai.com, 0504308898, http://www.takweenai.com
Retab alwatan dates factory co, fahad-dosri@hotmail.com, 0503373544, http://retab.com.sa
Vita Food Plant, NaN, NaN, http://www.vitafood.com.sa
Advanced Operations Technology, ajandali@advancedoperations.com, 0500506234, http://www.aot.sa
electronic and electrical industries corporation , NaN, NaN, http://www.eeic.com.sa/en
TECHNO PLAST FOR PLASTIC RECYCLE, techno.plast.finance@aljawadgroup.net, 0539209455, NaN
jatha alnakhlah, jatha.alnakhlah@gmail.com, 0582021000, NaN
khalid and ali ahmed  balhamer industrial investment, govi.r@biico.sa, 0544058850, NaN
Enseyab systems and information technology, aboweled200@gmail.com, 0551446908, http://www.enseyab.net
DELISIOUS APPLES EST, hubail@deliciousapples.com.sa, 0547704442, http://deliciousapples.com.sa
Alhaleef Industrial And Trading Company, anas@alhaleef.com.sa, 0557554223, http://www.alhaleef.sa
ALMAALY CO SUPPORTING SERVICES, b.alsehaly@gmail.com, 0506161761, http://www.almaaly-dates.com
Abdullah Saleh Aba Alkhail Stone Marble Natural Granite Factory, NaN, NaN, NaN
ALTHINAYYAN Development Agriculture, NaN, NaN, https://twitter.com/alqassimwater?lang=ar
CEMENT PRODUCT INDUSTRY CO LTD, azzam.sm@cpi.sa, 0557111162, http://www.cpi.com.sa
SAUDI FACTORY FOR ELEFATORS DOOR , info@rockdoor.sa, 0504772585, http://www.rockdoor.sa
Al-kobeir snack food co, abdullah@kobeir.com, 0505834999, http://www.kobeir.com
Dow Specialties Limited, fralghurab@dow.com, 0564868337, http://www.dow.com
Advanced Systems And Technologies Company Limited , jaison@atm-global.com, 0500581164, http://www.atm-global.com
ADDAR Chemicals Company ACC, mohammed.alreshied@gmail.com, 0509999933, http://acc-chemicals.net
CROWN Jddah Beverage Can Factory, NaN, NaN, http://www.crowncork.com
Mars Saudi Arabia for Manufacturing, abdulrahman.sulaiman@effem.com, 0545668888, http://www.mars.com
Kay Tech, asshaaban@kay-ict.com, 0599109695, http://www.kay.sa
ACTEF, saeed.ebidi@actefa.com, 0545605607, NaN
jana aryafuna, aryafuna@gmail.com, 0505243762, http://www.salla.sa/aryafuna
Jubail Energy Services Company, nahedh.alsahly@jesco.com.sa, 0535304030, http://www.jesco.com.sa
alfanar, NaN, NaN, http://www.alfanar.com
Tamara Dates Factory Co, firasfaham@yahoo.com, 0555979715, http://www.tamaradates.com
Tabuk Fisheries Company, NaN, NaN, http://www.tabuk-fish.com
company, bassam@mscei-sa.com, 0503337086, http://www.mscanco.com
CONSULTANT CREATIVE FOR CONSTRUCTION INDUSTRIES, majnet1@hotmail.com, 0500149491, http://www.ccci.com.co
Alsaif Coffee Trading Company, gm@alsaifcoffee.com, 0500181920, http://www.alsaifcoffee.com
The National Titanium Dioxide Company Ltd - Cristal, bassem.shabrawishy@cristal.com, 0555534246, http://www.cristal.com/Pages/default.aspx
Hamad Abdullah Alessa and Sons Co, asmalessa@alessa.com.sa, 0544497377, http://www.alessa.com.sa
Maaden Phosphate Co, alenezi@maaden.com.sa, 0552218218, http://www.maaden.com.sa
Mirror Factory And All Glass Works, atif@al-manna.com, 0502161656, http://www.al-manna.com
Maaden Rolling Mills Co, shamilm@maaden.com.sa, 0595200940, http://www.maaden.com.sa
Toray Membrane Middle East LLC , tomoaki.shirane@toray-tmme.com, 0546207573, http://www.toraywater.com
Alaseel Dates Establishment, admin.cord1@awqaf-alrajhi.org, 0538899065, NaN
venture hub, info@ajawat.com, 0555301053, http://www.ajawat.com
ArcelorMittal Tubular Products Jubail Company LLC, naser.yasen@arcelormittal.com, 0556641404, http://www.arol
Saudi Basic Industries Corporation, badergm@sabic.com, 0506418651, http://www.sabic.com
ASK gypsums factory Ltd, ahmed@askint.com, 0505459993, http://www.gulfgypsums.com
Maghadidates, maghadidates@yahoo.com, 0562197222, http://www.Maghadidates.com
almanat trading, abdul2220@hotmail.com, 0544491665, NaN
Modern Industries Company, binmoammar.t@pg.com, 0506354972, http://www.pg.com
Arabisimos Dates, NaN, NaN, http://www.Arabisimos.com
mohamed salman almohana and brothers factory, sukainah@najahbakery.sa, 0544926710, http://najahbakery.sa/ar/home/factory_products
Almoosa Automatic Doors , nasser@almoosadoors.com, 0541065750, http://www.almoosadoors.com/Default.aspx
Taj Food Factory for Ready Meals, a.ammari@tajff.com, 0504548150, http://www.tajff.com
AL JAWDAH CO FOR ELECTRIC WATER HEATER , qadri093@gmail.com, 0506281951, http://www.aljawdahgroup.com
Al Asassiyah Company factory For Tapes and Adhesive Materials, export@al-asassiyah.com, 0591655973, http://www.al-asassiyah.com
ideal plastic pipe factory , manager@ideal-pipe.com, 0555840841, NaN
Rakan Saleh Al-Awaji Trading, rakan@alawaji.org, 0555147331, http://www.alawaji.org
Cement Service Industries Co CemServ, alialqahtani@cmc.com.sa, 0505871836, http://www.cemserv.com.sa
SAUDI METAL COATING CO, admin@samcorebars.com, 0505881171, http://www.samcorebars.com
Siporex, abaalhasan@lccsiporex.com, 0500345006, http://www.lccsiporex.com
AL OTHMN INDUSTRIAL MARKETING , aralothman@imco.com.sa, 0559858888, http://www.imco-alothman.com
Emerson Climate Technologies Arabia LTD, salman.alkhulif@emerson.com, 0502855572, http://www.climate.emerson.com
MAZ Factory for Cement Products Co, ralhija@mashco.com.sa, 0556061146, NaN
tamrat , m.alsharif@tamratdates.com, 0548036906, NaN
Saudi Factory Co For Plastic Products , binmiglad@gmail.com, 0505248483, http://www.sfpp.com.sa
fahima aromatic oils factory, fahima30@hotmail.com, 0581811195, http://www.phai.co
Jeraisy Group Cardtec Factory, mayed@jeraisy.com, 0500000780, http://www.jeraisycardtec.com
Al Jameel International  Company Limited , export@aljameelfood.com, 0504795657, http://www.aljameelfood.com
abisco, hr@abisco.com.sa, 0554333103, http://www.abisco.com.sa
ALBILAD FIRE FIGHTING SYSTEMS LIMITED, majed@albilad.com.sa, 0505789138, http://www.albilad.com.sa
Brick alshams company, brekalshamis@gmail.com, 0509999953, http://www.google.com
ARYAF TAIBA, adr1515@hotmail.com, 0555308484, NaN
the first horses, thefirsthorses@gmail.com, 0566038770, NaN
International Medical Furniture and Supplies Company, info@imfsco.com, 0568201111, http://www.imfsco.com
almouhana steel group, NaN, NaN, NaN
SPEED MOTOR TRADING AND CONTRACTING COMPANY, turki_tele@hotmail.com, 0508898885, NaN
Hassan Sharif Suliman Trading Establishment, NaN, NaN, http://alsulimaniaest.com
EL-KHAYYAT PLASTIC STRAPPING BANDS FACTORIES , hossam@el-khayyat.com, 0537389877, http://www.el-khayyat.com
SAUDI MODERN FOODS FACTORY, export@basamh.com, 0556655466, http://www.basamh.com
Aamal Inbob Factory for Plastic Products, a.inbob@inbob.com, 0555403441, http://qatherm.inbob.com
ADWAN CHEMICAL INDUSTRIES COMPANY, alqahtani@adwanchem.com, 0555201879, http://WWW.adwanchem.com
Bonyat Albenaa for Plastic Products, yousef-gashlan@hotmail.com, 0548456761, NaN
AJNAN GRANITE POWDER FACTORY, asst.m@biico.sa, 0544058850, http://www.kabco.sa
Takween Advanced Industries - Public Holding , aghadyan@takweenai.com, 0502077700, http://www.takweenai.com
EL-KHAYYAT RED BRICKS MANUFACTURING BAHRA COMPANY, ahmed.shaker@el-khayyat.com, 0537389877, http://www.el-khayyat.com
Twazen ALAmal Air-conditining, malbahely@twazen.com, 0500006358, http://www.Twazen.com
NAJD CLAY BRICK FACTORY, hosenf90@hotmail.com, 0503970426, NaN
Al Hakim Herbal Water Factory , alhakimwater@gmail.com, 0509565726, NaN
Rawabi Electric, dheya.alshehabeya@rawabielectric.com, 0556290233, http://www.rawabielectric.com
EatryAjmal Company, eatryajmal.perfumes@gmail.com, 0563331191, http://www.etryajmal.com
Wahj almadina, wahj_m@hotmail.com, 0505320102, NaN
Advanced Telecom Systems for Contracting Company, ats@atsc-sa.com, 0507276000, http://www.atsc-sa.com
Al Buainain Group Arabian Gulf, fahadk@albuainain.com, 0557605555, http://www.albuainain.com
Mohammed Khamis Al Buainain Trading Group, mohammedkma@hotmail.com, 0555903441, http://www.albuainain.com
Steel Products Company Ltd, abdullah@stepco.com.sa, 0555414708, http://www.stepco.com.sa
Dates, mahmoud@ikaf.net, 0554122021, NaN
PLASTICNA, hr@plasticna.com, 0566879998, http://www.plasticna.com
Saudi Arabian Cawabel Company, hbmahfoudh@cawabel.com, 0505231355, http://www.cawabel.com
Ekamal Technologies Commercial Services Co Ltd, NaN, NaN, http://www.ekamal-technology.com
Smart people For Terading Est, alfarsik4e@gmail.com, 0544446259, http://www.smart_chn.com
Almoosa Trading Est, yahya@almoosa.com.sa, 0552503334, NaN
Gardens Coffee Trading Ltd , ops@gardenscoffee.com, 0508244900, http://www.gardenscoffee.com
ITQAN ADVANCED TRADING LTD, info@itqan-binzomah.com, 0504676331, http://www.itqan-binzomah.com
AL SUBEAEI INDUSTRIAL CO, tkamal@ubmf.com, 0568928012, http://www.ubmf.net/default.aspx
Jiyad Saria, q_amjad@msn.com, 0555550193, NaN
Palmcountry, palmcountry1@gmail.com, 0533624586, NaN
fatima mohamed aqil altoirshi , saaf_hajar@hotmail.com, 0542150870, NaN
napco national, NaN, NaN, http://www.napcopaper.com
National Company, NaN, NaN, http://www.rem-ksa.com
Excellent Scientific Est, ma.alotay@gmail.com, 0505483930, NaN
Azdah Saudia Co Ltd, essa@afaq.bz, 0542170171, NaN
Thahab Al Jazeera Dates, murtada.a.alnasser@gmail.com, 0560623378, http://www.thahabaljazeera.com
Tomran Al-Jazirah For Trading Ltd Co, ceo@tomran.com.sa, 0555211841, http://www.tomran.com.sa
Al Bilad Concrete Pipes Co Ltd, raid@albiladpipes.com, 0505414575, http://www.albiladpipes.com
Texofib, faisal@texofib.com, 0564821218, http://www.texofib.com
ALMunajem Cold Stores Company, saad@munajem.com, 0555512504, http://www.munagem.com
BASIC WALL COATING FACTTORY, majid@asgplaster.com, 0500003300, NaN
Alqasabi contracting Co LTD, a.rshoudi@alqasabi.com.sa, 0590000783, http://www.alqasabi.com.sa
Saudi Modern Factory Co, waleed@smf.com.sa, 0555483475, http://www.smf.com.sa
Tanmeah Steel co, mohammedibra4@gmail.com, 0563007777, NaN
KKony, pradhanmadhusmita61@gmail.com, 0561700366, NaN
ADVANCED LIGHTING COMPANY, jawaher@alc.sa, 0507799195, http://www.alc.sa
Alfa spray Company Ltd, lube6221@gmail.com, 0505209361, NaN
Farhan Aldosery Farm, alnader.salem@yahoo.com, 0500000825, NaN
Mada Nonwoven Factory , ahmad.farag@madanonwovens.com, 0578048992, http://www.madanonwovens.com
Saudi Chemical, bandarenzi@gmail.com, 0504492279, http://www.saudichemical.com
National Biscuits And Confectionery Company, mdakkak@nbcc.com.sa, 0505675157, http://www.nbcc.com.sa
Afkar Altasweeq, seo@kpi.com.sa, 0504458225, http://www.afkar.sa
Saudi Arabian industrial investments company , abdullah.aldawoud@dussur.com, 0536330099, http://www.dussur.com
steel precision company, m.foudah@s-p-c.com.sa, 0506635956, http://www.s-p-c.com.sa
MANAR AL OMRAN COMPANY FOR TRADING AND INDUSTRIAL LTD, haroun@manar.com.sa, 0504343082, http://www.manar.com.sa
Tazez Advanced Industrial Co Ltd, fansari@usg.com.sa, 0583110011, http://www.usg.com.sa
International Food Industries company , wadil@savola.com, 0505697003, NaN
Afia International Co, okahtan@savola.com, 0504622178, http://www.savola.com
BILFAL Heavy Industries Limited, majed@bilfal.com, 0505789138, http://www.bilfal.com
Saudi Fisheries Company, sultan.alsudais@alasmak.com.sa, 0553227738, http://www.saudi-fisheries.com
Magnesia Company fro Trading , NaN, NaN, http://www.magsalt.com
Arab Dalla Trading Est, NaN, NaN, http://www.arabdalla.com
Rand Tech for Electronic Manufacturing, info@randt.sa, 0540570250, http://www.randt.sa
SAUDI PHARMACEUTICAL INDUSTRIES AND MEDICAL APPLIANCES CORPORATION, mohammed.alshalan@spimaco.sa, 0556620990, http://www.spimaco.com.sa
akel trading and ind co, balajmi@akel.com.sa, 0504462739, http://www.akel.com.sa
Saudi Chemical Company, hr@saudichemical.com, 0555260253, http://www.saudichemical.com
samnan, zaki@samnan.com.sa, 0507999945, http://www.samnan.com.sa
ZULFI WELDING ELECTRODES FACTORY CO, info@zulfi-sa.com, 0505485196, http://www.zulfi-sa.com
MAZ FOR INDUSTRIAL INVESTMENT CO, anas@mashco.com.sa, 0530233388, http://www.mashcogroup.com
Filters Production Company, dammam47@hotmail.com, 0569963647, http://www.fpf-sa.com
International Lighting Factory, ahmedsha3r@yahoo.com, 0548772934, http://www.ilf.com%20.sa
Dibs for dates trading, smuastafa@dibsdates.com, 0534252020, http://www.dibsdates.com
national pioneers company , salehbinmuqnee@gmail.com, 0505699776, http://www.npcksa.com
FAHAD ABDULRHMAN ALAMOUDI FOR BUILDING MATERIALS, a.awees@hotmail.com, 0583556600, NaN
international factory for jewel boxes, a.gabr@tatweerco.com, 0504221870, http://ifp-sa.com
SAFCO Chemicals, abdullah@safco-co.com, 0551454145, http://safco-co.com
Al-Rashed Fasteners and Engineering Fabrication Services, ahmed.abusaleh@alrashed-steel.com, 0561110252, NaN
Rashed Abdulrahman Al-Rashed  and Sons Company For Steel Products Manufacturing, ahmed.alhulil@alrashed.com, 0506995568, NaN
Al-Rashed Polystyrene Products Factory, ashraf.alserafy@alrashed.com, 0505883691, http://www.rashed-polystyrene.com/
Global Architectural Industrial Company, eng.y.alhamoudi@live.com, 0593372222, http://www.gaico-sa.com
EASTERN COAST FACTORY FOR POLYSTYRENE PRODUCTS, sunder.m@sa-ecg.com, 0593044069, NaN
AWAD SALEH TRADING EST, ibrahim.s@sa-ecg.com, 0593044069, http://sa-ecg.com
salem balahmer plastic factory, m.monim@salembalhamer.com, 0599444425, http://salembalhamer.com
Tara Toothbrush Company, adam.alzayani@tara.sa, 0550931951, http://www.tara.sa
Osama alnaim trading , purchase@strongdis.com, 0546036658, http://www.strongdis.com
Diyar Factory for Furniture, info@aldiargrp.com, 0500711185, http://www.aldiar.sa
Yazdan Real Estate Company, yazdan.hr@outlook.com, 0556553018, http://www.yazdan-group.com
eastern factory for cement products co, alkhaled_999@hotmail.com, 0592559969, NaN
Al-Bsamat Est, abdullah.alksavi@gmail.com, 0599202838, NaN
Madina Electric Appliances Factory, amdslh1@gmail.com, 0564644447, http://www.meafa.com.sa
Surgical and Medical Packs Co, info@surgicalpacks.com.sa, 0505200814, NaN
BAIRAG PRINTING  PACKAGING FACTORY, accounting@bairag.com, 0596919103, http://www.bairag.com
Riyadh dates factory, datesriyadh@gmail.com, 0562222283, http://www.riyadhdatesfactory.com
Marafee Almarefa , naif.alharthi94@outlook.com, 0505368802, http://www.marafei.com
Khayrat Alrayan Trading , ahmed.bawazir@rayanadates.com, 0556663535, http://www.khayratalrayan.com
AHMED   ALHUSSAINI   TRADING   CO, abdullah.alorabi@alhussainiagri.com.sa, 0562515511, http://www.alhussainiagri.com.sa
Arab Company for Pharmaceutical Products, aziz@arabio.com, 0563666670, http://www.arabio.com
Hosinox, marketing@hosinox.com, 0555583544, http://www.hosinox.com
altawasul alqetaee, gm@tawasulq.com, 0569199990, http://www.tawasulq.com
Jassim Alzeer Trading Est, jassim@alzeerdates.com, 0599683338, http://www.alzeerdates.com
AL - FAISALIYA DATE FACTORY CO , al.faisaliya.co@gmail.com, 0553230033, http://alfaisaliya.net
SNOW ENERGY TRADING EST, snow-energy@hotmail.com, 0563335722, NaN
AJA PHARMA , fdail@ajapharma.com, 0555498597, http://www.ajapharma.com
Atayeb Hajar Dates Est, info@atayebhajar.com, 0509555366, NaN
ALMUZARIE WIRE FACTORE BRANCH OF ALWSTAH UNITED TRADING COMPANY, sales@alwstah.com, 0550398985, http://www.alwstahwires.com
alshifa Medical Syringe MFG CO, wadha@alshifa.com, 0554141508, http://www.alshifa.com
Sudair Pharma, majasser@sudairpharma.com, 0565944659, http://www.sudairpharma.com
Baazeem Trading com, hishamb@baazeem.com, 0505613672, http://www.baazeem.com
Pure Polymers Factory, fahad@purepolymers.net, 0546460891, http://www.purepolymers.net
Motgana Pipes Factory, salemm12322@yahoo.com, 0504354883, http://www.ged-t.com.sa
Adel Saeed Al-Eysai co , accmuhdaiem@gmail.com, 0566302669, http://www.eysaioil.com
NEW NATIONAL SHARQ FACTORY FOR PLASTIC , binmadiahmed@gmail.com, 0504622238, http://www.ibnmadi.com
AlAwal Factory For Medical Supplies, info@alawalmedical.com, 0500591587, http://www.alawalmedical.com
Advanced Development Projects Co for Industry, NaN, NaN, NaN
Electrical Industries Company, NaN, NaN, http://www.eic.com.sa
Ideal Choice EST, haitham_258@hotmail.com, 0502607066, NaN
Zamil Industrial, hosam@zamilindustrial.com, 0551001121, http://www.zamilindustrial.com
Saeed Ghodran Group, nalkhaldi@saeedghodran.com, 0505807484, http://www.saeedghodran.com
ABDUL SAMAD ALQURASHI, fawaz@asalqurashi.com, 0558804177, http://www.asqgrp.com
Altayar for Plastic and Rubber, a.shehata@altayar.com.sa, 0500109591, https://www.altayar.com.sa
Aldrees industrial and treading co , maldrees@alitcogroup.com, 0544404444, http://www.alitcogroup.com/index.php/alitco/l.index
GLOBAL GYPSUM COMPANY LTD, hamdanam@global-gypsum.com, 0503340194, http://www.global-gypsum.com
Basqat Al Qassim Company, f.m@basqats.com, 0558449927, http://www.basqat.net
Swiss chocolate company branch, omardiallo090@gmail.com, 0544444852, http://www.houso7@hotmail.com
United Industrial Investments Company UNIVEST, omarbasudan@univest.com.sa, 0546666987, http://www.univest.com.sa
Axles Foundries and Spare Parts Factory, b.abdulrhman@maadaniyah.com, 0505274710, http://www.arabianaxles.com
INNORAS, ragad@innoras.com, 0595454632, http://teshteshbottle.com
Alsafwa Cement Company, ali.mohsen@safwacc.com, 0562520789, http://www.safwacc.com
Demas Factory for Medical Products and Supplies, mohanadmansour@hotmail.com, 0568607005, http://www.demas-group.com
Faid al khair, faidalkhair@hotmail.com, 0560020805, http://www.faydalkhayr.com
Middle East Paints Factory Company, s.barboud@mepaints.com, 0556616623, http://www.mepaints.com
NESMA HAVATEK INDUSTRIAL CO LTD, zeki.ozturk@nesma-havatek.com, 0547087839, http://www.nesma-havatek.com
Nejm Al-Temdidat Est, jamal@nejm.com.sa, 0533955444, http://www.nejm.com.sa
NABA MADIAN EST FOT TRADING, ali4383@hotmail.com, 0506154383, NaN
Khaled Abdullah Al Rasheed Factory For cladding, kendy_co@yahoo.com, 0505996565, http://www.aamal-kendy.com
Riyadh Metal Roofing, rmrrumaih@gmail.com, 0541212516, http://www.rmrroofing.com
Baljoon pharmacy, ahmed-baljoon@hotmail.com, 0580078007, http://www.baljoon-pharma.com
Arabian gulf manufacturers ltd, aalsaggaf@gulfmaid.com, 0557791880, http://www.gulfmaid.com
METHANOL CHEMICALS COMPANY, salthabti@chemanol.com, 0542340548, http://chemanol.com/en/en_home.aspx
IK-Saudi For Industries, abdulaziz.qanbar@ik-worldwide.com, 0531968941, http://www.ik-worldwide.com
SAUDI MODERN COMPANY FOR METALS AND CABLES AND PLASTIC INDUSTRY , export@riyadh-cables.com, 0504476752, http://www.riyadh-cables.com
Gulf Packaging System Company, gpssales@gulf-pack.com, 0547492027, http://www.3p-gulf.com/%20
kanolli food industries company, mgr@kanolli.com, 0501100200, http://www.kanolli.com
Redsea zat trading, redseazat@gmail.com, 0555188561, http://www.redseazat.com
Reem Water Heater Factory, info@reem.com.sa, 0505233399, http://www.Reem.com.sa
ALRUYA FERTILIZER MANUFACTURING CO LTD, saom11@hotmail.com, 0505124827, http://www.alruya.com
OASIS OF FRUIT EST FOR TRADING, salman-mutairi@hotmail.com, 0550033173, http://www.oasisdates.com
Mwared National Co for Agriculture, nabil_obia@yahoo.com, 0550883050, http://www.mawarednational.com
TAYA FEED MILL COMPANY LTD, i.alshuaiby@taya-agri.com.sa, 0545170516, NaN
Al Jazz Group for Household and Fiberglass Products, info@aljazzgroup.com, 0500990094, http://www.aljazzgroup.com
Al Manar Pipe Factory, ali@almoneefgroup.com, 0505480395, http://www.almanarfactory.com
KNOWLEDGENET, NaN, NaN, http://www.kn-it.com
International Building Systems Factory Co Ltd IBSF, kh.yahia@ibsf.com, 0594365370, http://www.ibsf.com
GLOBAL CONTAINERS SHIPPING, info@gcs-cargo.com, 0554916550, http://www.gcs-cargo.com
SAUDI ABRASIVES FACTORY COMPANY, ahmed@alhumaidiest.com, 0555808288, http://www.saudiabrasives.com
Al Anwar Factory Co, operation@alanwar.com.sa, 0500014345, http://www.alanwar.com.sa
Grandeur Foods, m.alsharif@grandeurdates.com, 0563333589, http://www.grandeurfoods.com
Al Jura Natural Stone Factory, dm-saud@hotmail.com, 0530331226, http://www.w.com
ACFA for building Solutions, ramzy.hafez@gmail.com, 0549777733, http://www.acfasa.net
Tanatel Contracting Company, ali@tanatel.com.sa, 0505250990, http://www.tanatel.com.sa
Riyadh Factory For Desert Cooler, r.cooler@hotmail.com, 0551310353, NaN
SEIARY FILTER FACTORY EXCEL, ahmed@excellect.com, 0556762080, http://www.seiary.com
APM Technologies, mmadi@apmtech.co.kr, 0540551444, http://www.apmtech.co.kr
GLOBAL STEEL DUST GULF LLC, halrajhi@globalsteeldust.com, 0568480155, http://www.globalsteeldust.com
AL MTHAQ ALARABI, tee3p@hotmail.com, 0560086666, NaN
WEG FACTORY FOR PAPER BAGS, matar@wegpaperbags.com, 0557999908, http://www.wegpaperbags.com
Ltveen Trading and Industrial Co LTD, m0888dd@gmail.com, 0566634006, http://www.quietbaby.com
Future Plus, dhafer.ahmed@enpigroup.com, 0554225322, http://www.enpigroup.com/future_plus.php
AZEL Rock Wool Products Factory, h.saiyad@maimani.com, 0504367777, http://www.maimani.com
Riyadh Plastic Factory, amin@cosmoplast-ksa.com, 0532708242, http://www.riyadhplasticfactories.com/
Saudi Foam Trays Manufacturing Company, spaksales2@kuwaitpack.com, 0593433610, http://www.kuwaitpack.com
WATANIA AGRICULTURE COMPANY, ohomidan@gmail.com, 0505183256, http://www.watania-agri.com
Aflak Electronic Industries Co, hatim@aflak.com.sa, 0559933586, http://www.aflak.com.sa
Albabtain Arabian Company for Trading Industry  Contracting, babtain@albabtainarabian.com, 0505402576, http://www.albabtainarabian.com
Rema Factory for Plastic Products , n.zidan@rema.sa, 0552008521, http://www.rema.sa
Safa alMadinah Foam co  SAFAFOAM, aziz@safafoam.com, 0565133111, http://www.safafoam.com
SAUDI MAIS COMPANY FOR MEDICAL PRODUCTS, exm@mais.com.sa, 0503828167, http://www.mais.com.sa
United InsulationsCompany, mamdoh@uci.com.sa, 0558552525, http://www.uci.com.sa
AL SORAYAI CARPET FACTORY, yousef@al-sorayai.com, 0539435278, http://www.al-sorayai.com
LOMAR FACTORY, khalid@lomar.sa, 0503686891, http://www.lomar.sa.com
Saudi Foam Trays Manufacturing Company, saud@kuwaitpack.com, 0594444420, http://www.kuwaitpack.com
National Factory for Making Cans, saleh@alhadargroup.com, 0507676192, http://www.alhadargroup.com
DAYFE DATES, NaN, NaN, http://aldayfe.com/
Abdullah Fahad alQahtani Plastic Products Factory, alimbrator@hotmail.com, 0505283818, NaN
Middle East Paper Company - MEPCO  , ghazi@mepco.biz, 0555137396, http://www.mepco.biz
alaqiq dairy factory, alaqiq.cheese.fact@gmail.com, 0500584604, NaN
SAUDI GUARDIAN INTERNATIONAL FLOAT GLASS CO.LTD, jaljohar@guardian.com, 0504960177, http://WWW.GUARDIAN.COM
National Kham Plastic Factory, mmahmoud@nationalkham.com, 0580580520, http://www.nationalkham.com
Clariant Masterbatches (Saudi Arabia)Ltd., NaN, NaN, http://www.clariant.com
DIAGNOSTICS FACTORY ALKAWASHEF, omerkanan86@yahoo.com, 0557996999, http://www.goodlivelihood.net
SAUDI CARBONATE COMPANY .LTD, talal.qarni@saudicarbonate.com, 0506858882, http://www.saudicarbonate.com
SAAK FOR CONSTRUCTION CHEMICALS, m.alkhamash1@gmail.com, 0566906009, http://www.saak.com.sa
Petrochemical Conversion Company Ltd, f.alibrahim@saudipcc.com, 0564583639, http://www.saudipcc.com
Al-Joaib Plastic and Packing Factory, faisalk@joaib.com, 0505810040, http://www.joaibplastic.com
Madad Laminating& Fiber Co.Ltd , info@madad.com.sa, 0555607272, http://www.madad.com.sa
Manafez company for export and import, wasel@manafezinternational.com, 0505138710, http://www.manafezinternational.com
First Telecom Industries, a_hogail@ftc.com.sa, 0555214159, http://www.ftc.com.sa
ASK PIPES FACTORY, assc.factory@hotmail.com, 0536606669, http://www.askpipe.com.sa
Almarai, abdullah.alshemisi@almarai.com, , http://www.almarai.com
Abuduhair Iron Factory, nemer@abuduhair.com.sa, 0509887700, http://www.abuduhair.com.sa
REKAZ  International for Commercial Investment, gm@rekaz.sa, 0594002010, http://www.rekaz.sa
Tri Spectrum Co LTD, abdullah@tri-spectrum.com, 0555161416, http://www.tri-spectrum.com
Manna Glass Company, ahmedabdulaziz@al-manna.com, 0545916366, http://www.al-manna.com
Factory of USG Middle East LTD Co, mmoqbel@usgme.com, 0531244488, https://www.usgboral.com/en_me/about-usg-boral/about-usg-boral-me.html
ARABIN BUILDING CHEMICALS FACTORY, export@babader.com, 0554453543, http://www.babader.com%20-%20www.rosepaints.com
SAPTEX INSULATION PRODUCTS FACTORY, haytham@saptex.com.sa, 0566336626, http://www.saptex.com.sa
Ahmad Nabil Kayal Detergent Factory, info@kayalidetergent.com, 0503661236, http://www.kayalidetergent.com
FARIDAH CORPORATION FOR DATES, bahri1971@hotmail.com, 0502280228, NaN
Noor Carton And Packaging Industry, shafeeq.alsayigh@salmangroup.com, 0556709655, http://www.salmangroup.com
DANDY UNIFORM EST , kamal-othman@hotmail.com, 0555321424, http://dandy.sa.com
Saudi Electrical Transformers Factory Company, sales@setf.com.sa, 0506655016, http://www.setf.com.sa
saudi arabian amiantit Co, rajamal@amiantit.com, 0540799729, http://www.amiantit.com
pharma care leading manufacturing company limited, animalcarepharm@hotmail.com, 0505662914, http://www.pharmacareksa.com
Al Abdullatif Industrial Investment co, ayman@carpets.com, 0505488000, http://www.carpets.com
GULF RADIATORS FACTORY A&SPARE PARTS, t.mashaiekh@gulfrad.com, 0535556619, http://www.gulfrad.com
Squarehead Factory, nabeel@squarehead.com, 0505693623, http://www.squarehead.com
Green Technology Co, ohaydan@gtek.com.sa, 0555360630, http://www.gtek.com.sa
Jamjoom Medical Ind. Co. Ltd., heltoukhy@jamjoom.md, 0593179526, http://www.jamjoom.md
yanbu specialized chemicals plant, anwar.alsayed@outlook.com, 0580820489, http://www.yascp.net
Modern Building Chemicals, hab888@yahoo.com, 0500007292, http://Www.mbcblato.com
Mahmoud Steel Company For industry, alaa-hasan@mahmoudsteel.com, 0547775583, http://www.mahmoudsteel.com
ARABIAN PLASTIC MANUFACTURING  APLACO , a.alrbiah@aplaco.com.sa, 0533298789, http://www.aplaco.com.sa
NAJI BOSROUR ALUMINIUM EXTRUSION AND POWDER COATING FACTORY, hesham.n@bosrourgroup.com, 0543444488, http://www.BosrourGroup.com
Arabian transformers co, hr@arabiantransformers.com, 0500643897, http://www.arabiantransformers.com
SAUDI INDUSTRIAL EXPORT COMPANY, aalqahtani@siec.com.sa, 0506783353, http://www.siec.com.sa
Omair  Tube  Factory, omairalomair@icloud.com, 0552226171, http://ots@omair.com
UNITED DIAGNOSTICS INDUSTRY, jamal@udignost.com, 0503889469, http://www.udignost.com
Al saad Steel Factory, ahmedfirst1@gmail.com, 0553000429, NaN
